309.47	-30.098
308.96	-30.471
308.44	-31.341
308.44	-31.962
308.44	-32.584
308.44	-33.33
308.19	-34.075
307.42	-34.821
306.91	-35.442
306.14	-36.064
305.88	-36.685
306.14	-37.058
306.14	-37.68
305.63	-38.301
305.37	-38.923
306.14	-39.295
306.65	-39.544
306.65	-40.165
306.65	-40.663
306.65	-41.284
307.42	-41.781
308.19	-41.707
308.96	-41.756
309.72	-41.657
311.26	-41.657
312.03	-41.408
313.05	-41.036
314.08	-40.663
315.1	-40.414
316.38	-40.29
317.41	-40.165
318.48	-40.364
319.45	-40.787
320.22	-41.16
320.99	-41.533
321.5	-41.781
322.27	-42.403
322.78	-42.651
323.55	-43.024
324.83	-43.198
325.86	-43.223
327.14	-43.273
328.16	-43.322
329.24	-43.347
330.72	-43.397
332	-43.397
333.28	-43.148
334.31	-43.148
335.59	-42.95
336.36	-42.776
337.79	-42.403
339.17	-42.278
340.45	-42.129
341.48	-41.906
343.01	-41.781
344.55	-41.657
346.34	-41.408
347.62	-41.036
348.9	-40.538
350.18	-40.041
351.21	-39.544
352.23	-39.171
353.26	-38.798
354.54	-38.724
355.72	-38.575
357.25	-38.351
358.17	-38.351
359.1	-38.351
-0.1317	-38.301
0.63654	-38.301
2.173	-38.177
3.4534	-38.053
4.9899	-37.928
7.2946	-37.928
8.8311	-38.55
9.8554	-39.171
11.136	-39.917
11.904	-40.538
13.184	-41.284
14.209	-41.781
15.489	-42.154
16.257	-42.403
17.282	-42.776
18.562	-42.776
19.586	-43.024
21.123	-43.024
22.659	-43.024
24.196	-43.024
25.22	-42.9
25.988	-42.651
27.013	-42.278
28.037	-41.906
28.805	-41.657
29.83	-41.284
30.854	-41.036
31.622	-41.036
32.774	-40.973
33.927	-41.16
35.207	-41.408
36.488	-41.657
37.768	-41.657
39.304	-41.533
40.585	-41.657
42.121	-41.657
43.658	-41.781
44.938	-42.03
45.706	-42.278
46.987	-42.403
48.267	-42.651
49.676	-42.962
50.572	-43.024
51.34	-43.148
53.133	-43.521
54.413	-43.77
56.206	-44.143
57.998	-44.267
59.535	-44.267
60.303	-44.143
61.071	-44.018
62.992	-43.894
64.912	-43.708
66.577	-43.397
68.497	-43.148
70.034	-42.9
71.442	-42.527
73.107	-42.216
74.899	-41.906
76.18	-41.843
77.972	-41.657
79.509	-41.657
81.173	-41.657
82.582	-41.657
83.862	-41.533
84.887	-41.471
85.911	-41.408
87.191	-41.408
88.472	-41.284
90.008	-41.408
91.289	-41.408
91.801	-41.284
92.313	-41.16
93.849	-41.16
95.642	-40.911
97.434	-40.663
98.971	-40.538
100.51	-40.538
102.3	-40.538
103.84	-40.538
105.12	-40.6
106.4	-40.663
108.19	-40.787
109.98	-40.911
111.52	-40.911
113.31	-40.787
114.59	-40.787
115.36	-40.849
116.64	-40.787
117.66	-40.787
119.2	-40.725
120.74	-40.725
121.76	-40.6
122.53	-40.414
123.3	-40.414
124.32	-40.165
125.09	-40.165
126.37	-40.165
127.4	-40.414
128.93	-40.538
130.21	-40.663
130.98	-41.036
132.01	-41.284
133.03	-41.657
133.8	-42.03
134.82	-42.403
135.59	-42.9
136.61	-43.273
137.38	-43.708
138.15	-44.081
139.18	-44.516
140.2	-45.137
141.1	-45.572
141.99	-45.945
143.27	-46.256
144.04	-46.629
145.58	-47.001
147.11	-47.001
148.91	-47.001
150.44	-46.753
151.6	-45.883
152.62	-45.075
153.77	-44.888
155.05	-45.386
156.33	-45.883
157.87	-46.318
159.41	-46.753
161.07	-47.064
162.61	-47.188
164.27	-47.126
165.81	-47.126
167.6	-47.126
168.88	-46.877
170.42	-46.38
171.19	-45.883
171.7	-45.386
172.72	-44.764
173.49	-44.391
175.03	-44.267
175.79	-44.267
176.69	-44.267
177.72	-44.329
179.51	-44.329
180.92	-44.64
182.45	-45.013
184.25	-45.261
185.78	-45.137
187.32	-45.013
188.6	-44.578
189.88	-44.267
190.65	-43.832
191.8	-43.273
193.21	-42.9
194.1	-42.527
195	-42.154
196.02	-41.781
196.79	-41.408
198.07	-41.036
198.59	-40.787
199.61	-40.29
200.89	-39.917
202.17	-39.544
203.2	-39.295
204.73	-39.047
206.01	-38.798
207.04	-38.425
208.57	-38.177
209.6	-37.928
210.62	-37.804
211.39	-37.68
212.67	-37.555
213.69	-37.431
214.72	-37.307
215.74	-37.183
217.28	-36.934
218.05	-36.81
219.33	-36.685
220.1	-36.685
221.12	-36.437
222.14	-36.437
223.17	-36.312
223.94	-36.312
225.47	-36.188
226.24	-36.126
227.78	-36.064
228.29	-35.94
229.06	-35.94
230.08	-35.94
230.85	-35.815
231.88	-35.691
232.64	-35.567
233.67	-35.194
234.69	-35.07
235.2	-35.07
236.23	-34.945
237.25	-34.821
238.28	-34.572
239.3	-34.324
240.07	-33.951
241.09	-33.702
241.86	-33.578
242.63	-33.454
243.91	-33.205
244.94	-32.957
246.47	-32.708
247.5	-32.584
248.39	-32.273
249.8	-32.025
251.08	-31.838
251.85	-31.714
253.13	-31.465
254.41	-31.217
255.44	-30.844
256.46	-30.719
257.74	-30.595
258.76	-30.471
259.79	-30.471
261.07	-30.347
261.84	-30.471
263.37	-30.409
264.91	-30.471
265.93	-30.595
267.21	-30.595
268.5	-30.595
269.52	-30.719
270.54	-30.719
271.82	-30.595
272.85	-30.533
274.13	-30.471
274.64	-30.471
275.41	-30.347
276.43	-30.222
